"order_id","status","track_number","positions_count","total_price_value","total_price_currency_code","total_price_currency_name","creation_dttm","update_dttm","client_id","client_name","client_birthdate","client_gender","client_phone_number","client_email","client_registration_dttm","client_address_country","client_address_region","client_address_city","client_address_street","client_address_house","client_address_postal_code","pick_up_point_id","point_open_date","point_address_country","point_address_region","point_address_city","point_address_street","point_address_house","point_address_postal_code"
"7f41fb529fc64dfcaf1461d30b462e77",FINISHED,"3378-5242",2,14494,RUB,Российский рубль,2024-09-16 14:43:29.000 +0300,2024-09-18 19:48:42.000 +0300,"61acb19b48a14066b018c82052d17b07",Федоров Василий,2006-09-12,М,+79027920371,VFedorov57@yandex.ru,2023-09-08 22:52:55.000 +0300,Россия,Московская область,город Москва,улица Лесорубов,"81","686341",f13f6825d8b4458c911f613cb6c7d991,2023-03-17,Россия,Курганская область,Курган,ул. Лесорубов,дом 151,"286288"
"5367f0991b394b2d8889fb47dc379947",CANCELLED,"5085-9475",3,25404,RUB,Российский рубль,2023-02-13 23:30:50.000 +0300,2023-02-16 06:39:01.000 +0300,,,,,,,,,,,,,,"508e257fa036470ba66b4db68014d9ed",2023-02-10,Россия,Тульская область,город Тула,"50-летия Октября","116","808517"
b8223b10e1d146d9ac7b4fe2da0c8690,FINISHED,"1772-2954",5,15415,RUB,Российский рубль,2023-12-08 16:20:19.000 +0300,2023-12-14 03:50:11.000 +0300,"760528e7d8ae4461ab2d173bb967aae8",Прутков Козьма,1983-06-25,Ж,+79030977516,,2023-06-15 07:06:18.000 +0300,Россия,Тульская область,город Тула,улица Ленина,"141","323668","8bee87f1771d4582883a50aede38be7f",2023-08-22,Россия,Костромская область,Кострома,улица Достоевского,дом 161,"133584"
"5778897d7fce4f6db3b3816471c3bdd2",FINISHED,"8168-8597",5,61391,RUB,Российский рубль,2023-09-30 01:59:58.000 +0300,2023-10-02 10:34:17.000 +0300,"02368fa76304467491baccfd56539936",Гудзенко Семен,1972-05-12,М,+79037995812,,2023-04-30 03:10:52.000 +0300,Россия,Калужская область,г. Калуга,улица Мира,дом 107,"286337","765216c47a5a44fdbd9dbe3c3c30abe8",2023-05-08,Россия,Костромская область,г. Кострома,улица Лесорубов,"166","297656"
ff80c9cf08c040128cd31e015b9c6758,FINISHED,"8620-5146",6,30522,RUB,Российский рубль,2024-09-12 09:22:52.000 +0300,2024-09-20 07:03:15.000 +0300,"5e499b8f184c4513adceb64ede488661",Чуев Феликс,2008-08-24,Ж,+79044629097,,2023-08-21 09:51:24.000 +0300,Россия,Курская область,Курск,улица Каменщиков,д. 37,"634874","5fff81665cda40ee8746b00c664957e3",2024-08-04,Россия,Липецкая область,город Липецк,ул. Достоевского,"14","412198"
b64cd2f5b73c4e98b6ce95424b81c25a,FINISHED,"8291-3496",5,40513,RUB,Российский рубль,2024-03-17 01:57:02.000 +0300,2024-03-23 09:24:52.000 +0300,a4b533a77bad4300a4866da579266e49,Пнин Иван Петрович,2005-09-25,Ж,+79218183309,,2023-09-21 22:36:42.000 +0300,Россия,Рязанская область,г. Рязань,Ленина,д. 157,"379925",b2f23e1a87404580a89abc7cf717c1c9,2023-10-02,Россия,Архангельская область,г. Архангельск,"50-летия Октября",д. 30,"519297"
ffe21b87b0414e05990c3ffc84df203e,CANCELLED,"7604-6726",5,46434,RUB,Российский рубль,2025-02-11 03:59:59.000 +0300,2025-02-16 21:30:03.000 +0300,"0db737f260254d5dacc50f41474537ff",Гнедов Василиск,1995-11-09,М,+79038625005,VGnedov12@inbox.ru,2024-11-01 20:56:28.000 +0300,Россия,Липецкая область,Липецк,Рабочая,д. 133,"434291",e64b53993eb443059f144c9a759f7e91,2023-09-20,Россия,Курганская область,Курган,ул. 50-летия Октября,дом 91,"748505"
"149291a484c64ac6bde584529f7b73ed",CANCELLED,"2991-6432",1,20727,RUB,Российский рубль,2024-07-13 01:13:40.000 +0300,2024-07-16 19:35:27.000 +0300,"32abfe560f014094ac28d4c010a6a91f",Старшинов Николай,1937-04-07,Ж,+79509044537,NStarsinov70@yandex.ru,2023-03-17 20:15:44.000 +0300,Россия,Рязанская область,Рязань,Пушкина,"8","202149","30f9eac56cc6408cb510fc076194bd0f",2024-02-24,Россия,Магаданская область,г. Магадан,Достоевского,"2","859140"
dc6c3a484f324228876a96487d9f547e,FINISHED,"9554-8325",9,27574,RUB,Российский рубль,2024-08-31 08:44:24.000 +0300,2024-09-04 07:05:03.000 +0300,"762732cc9d9b448daa3c4cb41c910683",Рязанов Эльдар Александрович,1990-02-19,М,+79081453676,,2024-02-12 01:02:02.000 +0300,Россия,Амурская область,Благовещенск,ул. Лесорубов,дом 130,"532790","58f11363c97e473cb552b1200213caaa",2024-01-24,Россия,Рязанская область,г. Рязань,ул. Маяковского,д. 45,"778824"
"213cf59ea4024dbf9175eb390fec39c5",CANCELLED,"2287-4270",8,57218,RUB,Российский рубль,2023-07-20 06:13:59.000 +0300,2023-07-22 06:58:21.000 +0300,,,,,,,,,,,,,,c8056dc07e61412e8cd6f30cac34ce23,2023-07-14,Россия,Костромская область,город Кострома,Маяковского,"114","457076"
ecc22a5dfa1148a3a6ab68ebaafa7bb4,CANCELLED,"3969-7950",3,14292,RUB,Российский рубль,2023-12-01 13:27:48.000 +0300,2023-12-04 17:08:31.000 +0300,"5f84c90f6fab4320bedc671d0c2a5199",Дуров Сергей,2002-04-07,М,+79997844922,,2023-04-02 08:57:25.000 +0300,Россия,Московская область,Москва,улица Маяковского,д. 127,"834877",bf5deb2960ae4652adc4c34ab3a7b3a3,2023-01-08,Россия,Тверская область,Тверь,ул. Лесорубов,дом 194,"766206"
"17450072276446d4aa3eaa980b224c26",FINISHED,"7590-1926",1,3690,RUB,Российский рубль,2024-10-12 19:25:07.000 +0300,2024-10-16 16:41:55.000 +0300,d9938fcfa7e649bf98c6722957089236,Симонов Константин Михайлович,2007-10-15,М,+79209506762,KSimonov16@mail.ru,2024-10-10 12:38:02.000 +0300,Россия,Волгоградская область,г. Волгоград,улица 50-летия Октября,д. 200,"169531",e121b449b2e34f8fb4400d12b4f95259,2023-06-03,Россия,Тульская область,город Тула,"50-летия Октября","22","314546"
"3c8db8cedebe45d3a01c3e52d90e4ab7",FINISHED,"2447-1174",4,10772,RUB,Российский рубль,2025-04-24 09:56:10.000 +0300,2025-04-30 07:30:16.000 +0300,"37aaa7bad2eb4a30a2b3fa4fec011c50",Андреев Даниил,1928-05-04,М,+79019036761,,2023-04-11 07:42:33.000 +0300,Россия,Тульская область,г. Тула,Достоевского,д. 31,"846735",b2f23e1a87404580a89abc7cf717c1c9,2023-10-02,Россия,Архангельская область,г. Архангельск,"50-летия Октября",д. 30,"519297"
"4cbf911e610b444b9fb1dde460ef6d4a",FINISHED,"1821-9119",3,14828,RUB,Российский рубль,2023-12-17 05:16:30.000 +0300,2023-12-21 22:58:01.000 +0300,"7b9a72b534e74ddcb1f9e4dbf40d9976",Каннегисер Леонид,1946-08-31,Ж,+79023472497,LKannegiser73@ya.ru,2023-08-12 20:03:16.000 +0300,Россия,Ивановская область,город Иваново,Каменщиков,дом 123,"652618",ccf3192860ba4138b929c7aaa325315b,2023-11-30,Россия,Магаданская область,город Магадан,Маяковского,дом 11,"768582"
ccff8108d8104d6691f82dff2ac5bb4b,CANCELLED,"4016-6886",2,28346,RUB,Российский рубль,2024-11-21 20:28:59.000 +0300,2024-11-22 13:57:33.000 +0300,"975afe1cf1984bb6817e1262bed818f1",Саша Черный,1956-07-18,М,+79018473479,,2024-07-01 16:13:45.000 +0300,Россия,Ростовская область,г. Ростов-на-Дону,улица Мира,д. 19,"263085",a0da9646d2f644b1b2646bbda1a7ac45,2024-02-14,Россия,Вологодская область,город Вологда,ул. 50-летия Октября,"111","265050"
b2b3391b912e417fb58c43148b91dedb,FINISHED,"3430-6437",7,37573,RUB,Российский рубль,2024-11-30 11:18:28.000 +0300,2024-12-04 13:53:29.000 +0300,ec4a8a85b0364a4a8995b91d97ec4fe1,Крылов Иван Андреевич,1973-12-06,М,+79294247659,,2024-11-23 03:46:58.000 +0300,Россия,Брянская область,Брянск,улица Рабочая,дом 111,"755468","375e6d8dd9da4e55b8014eb0a3537d0d",2023-12-28,Россия,Нижегородская область,Нижний Новгород,улица Достоевского,д. 124,"918254"
"507058f917834c7e963780f4cfef7b7b",FINISHED,"3782-5013",6,30853,RUB,Российский рубль,2024-10-08 18:53:29.000 +0300,2024-10-14 10:40:25.000 +0300,fa75664b6b5844ce934e4506dd330268,Северянин Игорь,1990-06-17,Ж,+79996651068,,2023-06-09 12:35:10.000 +0300,Россия,Московская область,Москва,улица Каменщиков,д. 91,"203578","3c372fe4a1ed49d2939ad8c554639bcb",2023-02-26,Россия,Новгородская область,Великий Новгород,Пушкина,"194","885659"
a5d024b6fc5a4fb5a2b01a80265e7d75,CANCELLED,"7248-7370",8,45650,RUB,Российский рубль,2024-02-26 00:43:23.000 +0300,2024-02-27 03:21:13.000 +0300,"5e499b8f184c4513adceb64ede488661",Чуев Феликс,2008-08-24,Ж,+79044629097,,2023-08-21 09:51:24.000 +0300,Россия,Курская область,Курск,улица Каменщиков,д. 37,"634874","0936a1b4c3ff4586a9c823e57d0720f2",2023-11-29,Россия,Рязанская область,г. Рязань,Пушкина,дом 117,"141488"
e4c81387f0934ea6ae9fa9f2142d2bfe,FINISHED,"8939-7354",5,26961,RUB,Российский рубль,2023-04-02 08:57:25.000 +0300,2023-04-08 09:10:50.000 +0300,f373ebfb1f0d4e34aebbc47a4f25148a,Ланн Евгений,1925-02-07,М,+79827432166,ELann49@mail.ru,2023-01-14 13:33:19.000 +0300,Россия,Тамбовская область,г. Тамбов,улица Рабочая,"111","324263","0ef343da2bc04680a2f9f60724515d41",2023-02-28,Россия,Ростовская область,город Ростов-на-Дону,Ленина,д. 169,"786649"
b03db5d824944168b7c4a6cd8ce9c2f4,FINISHED,"1008-3879",9,53750,RUB,Российский рубль,2024-09-15 19:54:53.000 +0300,2024-09-21 22:52:47.000 +0300,"88110252adc4434e8c07460f84eb1e53",Майоров Николай,1935-04-08,М,+79855949569,,2023-03-18 00:38:20.000 +0300,Россия,Калининградская область,г. Калининград,улица Каменщиков,дом 23,"290994",b9401a603bd94f91bd0099e001c2054c,2023-02-11,Россия,Архангельская область,Архангельск,улица Достоевского,дом 70,"723237"
"792943d6799e4d44ac8b0443b5efbfbb",CANCELLED,"7165-5140",6,36751,RUB,Российский рубль,2023-05-29 10:48:32.000 +0300,2023-05-30 11:16:08.000 +0300,,,,,,,,,,,,,,f1c262769ba04cafa65a9a75533af073,2023-04-20,Россия,Самарская область,город Самара,улица 50-летия Октября,д. 129,"553780"
"6e5e8905ab314bb8838dfccfa5c2fcee",CANCELLED,"6787-5508",4,7903,RUB,Российский рубль,2025-04-03 04:56:11.000 +0300,2025-04-09 15:22:45.000 +0300,f735feabd2904ed58a40250a798232f5,Тряпкин Николай,1929-03-19,М,+79328325376,NTrypkin18@mail.ru,2025-02-23 05:07:54.000 +0300,Россия,Костромская область,Кострома,Мира,дом 136,"587260","7890d1135e964e1688cd36b5d001c3b5",2024-02-19,Россия,Курская область,Курск,ул. Музыкантов,дом 116,"880982"
"9ecae196b27e4b44983ab0d96f95c243",FINISHED,"6864-3963",7,30804,RUB,Российский рубль,2024-11-26 14:06:22.000 +0300,2024-11-29 22:51:44.000 +0300,"83fbb3a63f63490aa8abe80b48e78ec2",Дозморов Олег,2008-03-19,Ж,+79337819347,ODozmorov44@yandex.ru,2024-03-15 16:38:23.000 +0300,Россия,Владимирская область,Владимир,Музыкантов,"200","378860","9a9ffded84b848a1b49487566bafee87",2024-09-11,Россия,Иркутская область,г. Иркутск,ул. Мира,д. 85,"958398"
dd51e00d11804284994c85642ff360e6,FINISHED,"3495-3389",7,99718,RUB,Российский рубль,2025-02-11 10:58:05.000 +0300,2025-02-18 01:43:57.000 +0300,"6af2e1baa86d433fbfde07bc704ab128",Энтин Юрий,1958-02-11,Ж,+79309684465,,2025-01-25 06:06:02.000 +0300,Россия,Курская область,Курск,улица Музыкантов,д. 12,"532847","5e912ccb8650490cbf80d21ad4f5baee",2023-04-16,Россия,Астраханская область,г. Астрахань,Лесорубов,дом 94,"123781"
"9fdeeb597e43469f8c666ecc8b3d5fd5",FINISHED,"9609-8326",4,15976,RUB,Российский рубль,2024-08-10 23:19:14.000 +0300,2024-08-14 08:12:32.000 +0300,"6cd10182a99c4cfc8cda08c88d358323",Разговоров Никита Владимирович,1944-04-19,Ж,+79223906431,NRazgovorov92@mail.ru,2024-03-30 05:47:10.000 +0300,Россия,Ивановская область,город Иваново,улица Мира,"162","581956","6a12592bcd884bc6b8ca4f2d985027d1",2023-09-14,Россия,Калининградская область,Калининград,улица Мира,"171","311180"
a9f2af063e3e40aaa0fb4a4693895ba8,FINISHED,"5039-6567",5,34765,RUB,Российский рубль,2024-11-26 14:50:20.000 +0300,2024-11-30 22:48:48.000 +0300,"47672f63347f482ab7bcef08304cb525",Слуцкий Борис,1934-04-26,М,+79171788942,BSluckii86@inbox.ru,2024-04-03 10:12:28.000 +0300,Россия,Тульская область,г. Тула,ул. Достоевского,д. 48,"262105",a398e673522c43608e30b47fa879f57d,2024-06-17,Россия,Ивановская область,г. Иваново,ул. Рабочая,д. 195,"124236"
fe79ee9c600f4bb18fd5bdfb35a95079,FINISHED,"1127-2947",7,32452,RUB,Российский рубль,2025-03-13 08:42:02.000 +0300,2025-03-19 19:33:36.000 +0300,b4fc37cfd5884d1bad36e68f040086a9,Курочкин Василий Степанович,1929-09-05,Ж,+79098443711,,2024-08-12 04:53:28.000 +0300,Россия,Тамбовская область,Тамбов,улица Генерала Лизюкова,д. 41,"118827","5d17ba4ba26d4c8d9e506db01c49340e",2024-10-16,Россия,Архангельская область,город Архангельск,ул. Маяковского,д. 60,"611523"
da5a7fd46ad54b0ca28ca32d2a53262f,CANCELLED,"2771-2481",1,22878,RUB,Российский рубль,2023-03-17 21:40:05.000 +0300,2023-03-18 18:30:14.000 +0300,e2f8f0d9b6004b7cafe64219c262e649,Третьяков Сергей,1950-03-28,Ж,+79953810940,STret_ykov74@ya.ru,2023-03-10 05:50:09.000 +0300,Россия,Белгородская область,г. Белгород,улица Пушкина,"35","606077","0ef343da2bc04680a2f9f60724515d41",2023-02-28,Россия,Ростовская область,город Ростов-на-Дону,Ленина,д. 169,"786649"
"0ae46a95bbe442919b2c96da219aaade",FINISHED,"1407-1874",8,52038,RUB,Российский рубль,2023-12-12 19:33:45.000 +0300,2023-12-17 21:47:00.000 +0300,"5b25c55c1cc04f24b4e671824372b3d1",Рязанов Эльдар Александрович,1939-05-25,М,+79302248103,,2023-05-05 00:26:22.000 +0300,Россия,Нижегородская область,город Нижний Новгород,улица Лесорубов,дом 33,"694234",b44299fbeb0b44ccacd058b866fe4ee1,2023-03-26,Россия,Тамбовская область,г. Тамбов,Каменщиков,дом 182,"653842"
"5e7b68119dfc4841b7987bfaa4af144f",CANCELLED,"3674-5170",3,14925,RUB,Российский рубль,2023-02-25 08:19:36.000 +0300,2023-02-27 10:03:46.000 +0300,,,,,,,,,,,,,,f81156a26ab44023b0cbe1f5c3b2abf4,2023-02-06,Россия,Курская область,город Курск,Каменщиков,"135","774192"
f5256f2d021741cba6d7a2aa083d3552,FINISHED,"7255-6473",6,34297,RUB,Российский рубль,2023-02-20 17:26:19.000 +0300,2023-02-25 15:41:54.000 +0300,bd44c609ba744b12a0763f9bafcf47ab,Маршак Самуил,2004-02-08,М,+79978505591,,2023-02-03 14:35:55.000 +0300,Россия,Саратовская область,Саратов,улица Мира,дом 53,"716680",b9401a603bd94f91bd0099e001c2054c,2023-02-11,Россия,Архангельская область,Архангельск,улица Достоевского,дом 70,"723237"
b38b73d6cfe6418992dacc83e82ba47e,FINISHED,"3096-7364",8,44096,RUB,Российский рубль,2024-02-25 14:23:45.000 +0300,2024-03-02 08:15:36.000 +0300,b5a1674821874ce396cf1726617edce3,Щербина Николай Федорович,2006-04-08,М,+79042126369,NSerbina11@yandex.ru,2023-04-04 18:35:39.000 +0300,Россия,Мурманская область,Мурманск,Генерала Лизюкова,дом 66,"201540","331d762b5bf44b75ad575e3af7975c7c",2023-08-28,Россия,Владимирская область,город Владимир,ул. Пушкина,дом 44,"478986"
"1e6ee839eabb49a4ad9039d35655dba9",FINISHED,"1519-1643",3,23251,RUB,Российский рубль,2025-02-21 09:24:00.000 +0300,2025-02-28 06:04:11.000 +0300,"6a9573c26f8342b8a3909f5960e45997",Кочетков Александр,1967-09-06,Ж,+79134691803,AKocetkov16@ya.ru,2024-08-22 19:51:48.000 +0300,Россия,Рязанская область,город Рязань,Мира,д. 70,"147343",e8a8a6e074e643d8a0bcfffb99250d32,2024-02-11,Россия,Воронежская область,Воронеж,"50-летия Октября","67","529020"
"32684e00e1964b4a8a7401c8d784ac20",FINISHED,"2484-7708",2,5420,RUB,Российский рубль,2023-11-27 00:02:45.000 +0300,2023-11-30 11:17:24.000 +0300,"8ad2b7dcbc1748fb94e7dee8da0a1274",Маккавейский Владимир Николаевич,1945-04-20,М,+79043549469,VMakkaveiskii95@mail.ru,2023-04-01 11:24:20.000 +0300,Россия,Липецкая область,город Липецк,улица Каменщиков,"6","184235","72dba1d251ab4934908fc0dd32c37de4",2023-02-08,Россия,Тамбовская область,г. Тамбов,Лесорубов,д. 131,"163521"
"336b64508201404783051d6bd40e8a0c",CANCELLED,"2274-3189",7,84136,RUB,Российский рубль,2023-05-29 20:08:31.000 +0300,2023-06-03 07:15:58.000 +0300,,,,,,,,,,,,,,f1c262769ba04cafa65a9a75533af073,2023-04-20,Россия,Самарская область,город Самара,улица 50-летия Октября,д. 129,"553780"
"46a82be3cc58429c87c642c13e5a94b3",CANCELLED,"9456-5139",6,28100,RUB,Российский рубль,2023-12-02 09:05:20.000 +0300,2023-12-04 12:10:12.000 +0300,a67ba430e0184723bdcbf55867ff2293,Козинаки Евгений,1925-09-25,Ж,+79026172533,EKozinaki95@mail.ru,2023-09-01 21:05:06.000 +0300,Россия,Саратовская область,Саратов,ул. Рабочая,"22","130314",f104cdf82d454768b50cf014d8f23860,2023-06-30,Россия,Тульская область,г. Тула,ул. Рабочая,"120","211373"
"2064d9474ed74ec7b22ac12b00db5d78",FINISHED,"9559-5096",4,26825,RUB,Российский рубль,2024-06-30 21:32:05.000 +0300,2024-07-06 00:40:40.000 +0300,d81dcd8dbf51409eba8ead4d20f2932c,Соловьева Поликсена,1965-04-27,М,+79187517729,PSolov_eva83@ya.ru,2024-04-13 02:16:46.000 +0300,Россия,Липецкая область,г. Липецк,улица 50-летия Октября,д. 110,"241306","6b940b07c8364956ad66a164b5c9ffec",2023-02-28,Россия,Курская область,г. Курск,улица Пушкина,дом 110,"926309"
"2008e5d06d3842d89972539f41e498eb",FINISHED,"9896-6205",10,37877,RUB,Российский рубль,2025-03-04 12:10:01.000 +0300,2025-03-08 19:58:05.000 +0300,"80c96835bb31452ca4f78f0091d9d182",Крученых Алексей Елисеевич,1986-03-25,М,+79190214360,AKrucenih80@yandex.ru,2023-03-16 16:07:22.000 +0300,Россия,Ивановская область,Иваново,улица Мира,дом 110,"755254","44f9210e8c9d413090477b7382ae9854",2023-10-29,Россия,Белгородская область,г. Белгород,Мира,д. 89,"221546"
"19ecb53f19c14246b38d2cf355922c41",FINISHED,"9253-8510",5,67886,RUB,Российский рубль,2023-03-08 01:55:52.000 +0300,2023-03-15 15:57:30.000 +0300,,,,,,,,,,,,,,"0ef343da2bc04680a2f9f60724515d41",2023-02-28,Россия,Ростовская область,город Ростов-на-Дону,Ленина,д. 169,"786649"
"3e9f4bd3dbe54067851b0488ed014801",FINISHED,"1441-4143",1,1771,RUB,Российский рубль,2024-08-07 08:45:22.000 +0300,2024-08-10 23:19:14.000 +0300,a51ac39a9c114e059a9d3f1108021f3e,Граубин Георгий,1991-03-19,М,+79996061623,GGraubin62@inbox.ru,2024-03-10 18:28:56.000 +0300,Россия,Волгоградская область,город Волгоград,улица Рабочая,"135","588559","5d31aa35672b452e8c8c5b06f89609b4",2023-07-19,Россия,Новосибирская область,Новосибирск,ул. Ленина,"107","850700"
cc15b3d9ccec4fd5bc7a22ff55136d0c,FINISHED,"2764-8835",8,64656,RUB,Российский рубль,2024-07-16 05:43:44.000 +0300,2024-07-18 19:03:21.000 +0300,dc13c62638cf4e598c2347ec235d0dcd,Татьяничева Людмила,1966-04-11,Ж,+79303009739,LTat_yniceva46@yandex.ru,2023-03-28 08:52:20.000 +0300,Россия,Тамбовская область,г. Тамбов,"50-летия Октября",дом 121,"317327",afa3c2ec693c4a7ab86b405dfdafcc1f,2024-01-23,Россия,Саратовская область,Саратов,улица Достоевского,"182","285172"
"9945d2fa3ef44ba0a089e42b2b1f2b27",CANCELLED,"8877-8605",4,39468,RUB,Российский рубль,2023-11-13 07:27:23.000 +0300,2023-11-14 21:04:17.000 +0300,b9e6f3dddc8f41bfaf3d12a746c6f28d,Горбовская Екатерина,1970-05-21,Ж,+79883559696,EGorbovskay48@yandex.ru,2023-05-08 08:31:03.000 +0300,Россия,Саратовская область,город Саратов,ул. Лесорубов,д. 29,"685409",f104cdf82d454768b50cf014d8f23860,2023-06-30,Россия,Тульская область,г. Тула,ул. Рабочая,"120","211373"
"7c6fa927f069498fa55fafe1e7a1cc5b",CANCELLED,"8001-4956",7,36358,RUB,Российский рубль,2023-11-29 08:14:35.000 +0300,2023-11-30 19:30:09.000 +0300,"29e66d21dbee4da9aee99f141b196f07",Корнилов Владимир Николаевич,2011-11-13,Ж,+79398220854,,2023-11-10 23:33:44.000 +0300,Россия,Тверская область,г. Тверь,ул. Ленина,дом 115,"312000","508e257fa036470ba66b4db68014d9ed",2023-02-10,Россия,Тульская область,город Тула,"50-летия Октября","116","808517"
"5b3d338865c34fcb9385a714d3e18918",FINISHED,"6603-3288",7,61179,RUB,Российский рубль,2023-03-08 15:22:37.000 +0300,2023-03-13 15:26:35.000 +0300,dbca6067fbc14323831cf0d23a730cda,Парнок София,1934-02-20,М,+79090186922,SParnok43@ya.ru,2023-01-29 04:08:29.000 +0300,Россия,Амурская область,город Благовещенск,улица Лесорубов,дом 11,"445904","0ef343da2bc04680a2f9f60724515d41",2023-02-28,Россия,Ростовская область,город Ростов-на-Дону,Ленина,д. 169,"786649"
