"product_id","product_name","product_description","product_category_id","product_category_name","product_sku","product_price_value","product_price_currency_code","product_price_currency_name","client_id","client_name","client_birthdate","client_age","client_gender","client_phone_number","client_email","client_registration_dttm","client_address_country","client_address_region","client_address_city","client_address_street","client_address_house","client_address_postal_code"
"594995d0ae824f25b9f2fc22876d1505",Куртка мужская оранжевая 37 размер натуральная шерсть,,0,Мужская одежда,KMO3RNS473,9412,RUB,Российский рубль,"6e2d8dbd0d494d8b901480e256d61ec2",Зиновьев Николай,1975-11-12,50.0,М,+79193775731,NZinov_ev98@ya.ru,2023-10-31 21:15:27.000 +0300,Россия,Саратовская область,Саратов,улица Ленина,д. 123,"127309"
"9ad11e63df5042e6b76dd244f31e0f57",Шапка женская розовая 36 размер вискоза,,1,Женская одежда,SZR3RV220,1284,RUB,Российский рубль,"6e2d8dbd0d494d8b901480e256d61ec2",Зиновьев Николай,1975-11-12,50.0,М,+79193775731,NZinov_ev98@ya.ru,2023-10-31 21:15:27.000 +0300,Россия,Саратовская область,Саратов,улица Ленина,д. 123,"127309"
"05058bab43f74c6899a2ff1b4d29ef98",Шапка мужская жёлтая размер L натуральная шерсть,,0,Мужская одежда,SMZRLNS830,3939,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
"0f0b8ee034104d9d89a378fb38dec174",Майка женская синяя 39 размер лён,,1,Женская одежда,MZS3RL625,2692,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
"47aff38858f44ee5bece943ac447b28e",Куртка женская оранжевая 38 размер натуральная шерсть,Куртка женская оранжевая 38 размер натуральная шерсть,1,Женская одежда,KZO3RNS592,1579,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
"6584c8cfb16c415d9074175c73e1d969",Толстовка женская бежевая 33 размер лён,,1,Женская одежда,TZB3RL607,1439,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
"942b12e0744c41db83aa74cceffe8fca",Пижама мужская жёлтая 38 размер вискоза,Пижама мужская жёлтая 38 размер вискоза,0,Мужская одежда,PMZ3RV637,9030,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
ce3fcdc0855f4c1eafd4c55870e5bf61,Пижама мужская синяя 32 размер натуральный хлопок,,0,Мужская одежда,PMS3RNH953,431,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
dea76296f7ea45f3a210d23955b87ae0,Шапка детская красная размер L вискоза,Шапка детская красная размер L вискоза,2,Детская одежда,SDKRLV303,7370,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
e0ff9d5597484bf290133de1c3a60ac6,Майка детская голубая размер XS натуральная шерсть,Майка детская голубая размер XS натуральная шерсть,2,Детская одежда,MDGRXNS269,4237,RUB,Российский рубль,df45118cd656474ea75cf020d3deda73,Малков Вадим Евгеньевич,2006-11-23,19.0,М,+79230008896,VMalkov29@mail.ru,2023-11-19 11:35:24.000 +0300,Россия,Вологодская область,Вологда,улица Генерала Лизюкова,д. 35,"133504"
"042f977a4bef4dd7b6abda65d6b2ed96",Пижама мужская бежевая 34 размер полиэстер,Пижама мужская бежевая 34 размер полиэстер,0,Мужская одежда,PMB3RP209,6266,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"4f5baf0f3d0b458181094a2f0e855077",Пижама женская оранжевая 34 размер натуральная шерсть,,1,Женская одежда,PZO3RNS412,1492,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"4f96499053234449ad57d66b0646d750",Толстовка женская жёлтая 33 размер лён,,1,Женская одежда,TZZ3RL671,1016,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"5df52a11187845d19a27dcf3606631c6",Футболка мужская бежевая 37 размер натуральная шерсть,Футболка мужская бежевая 37 размер натуральная шерсть,0,Мужская одежда,FMB3RNS979,2063,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"738fe03ce84a452695165f663e711621",Куртка детская розовая размер XXL лён,,2,Детская одежда,KDRRXL925,9244,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"908bc41765d04364850c54d637fe1944",Ночнушка мужская оранжевая размер L лён,,0,Мужская одежда,NMORLL964,985,RUB,Российский рубль,"9c0bd8785113458c907f263c04e70a70",Воейков Александр,1981-12-11,44.0,М,+79132320328,AVoeikov76@inbox.ru,2023-12-02 02:47:33.000 +0300,Россия,Ивановская область,Иваново,ул. Пушкина,дом 166,"122893"
"0beb837eea384eea8c81824743887e01",Пижама детская розовая размер L вискоза,Пижама детская розовая размер L вискоза,2,Детская одежда,PDRRLV502,6869,RUB,Российский рубль,"7b9a72b534e74ddcb1f9e4dbf40d9976",Каннегисер Леонид,1946-08-31,79.0,Ж,+79023472497,LKannegiser73@ya.ru,2023-08-12 20:03:16.000 +0300,Россия,Ивановская область,город Иваново,Каменщиков,дом 123,"652618"
"2411f42039ef45e68dcd7dc3ab035539",Шапка детская красная 36 размер лён,,2,Детская одежда,SDK3RL514,9567,RUB,Российский рубль,"7b9a72b534e74ddcb1f9e4dbf40d9976",Каннегисер Леонид,1946-08-31,79.0,Ж,+79023472497,LKannegiser73@ya.ru,2023-08-12 20:03:16.000 +0300,Россия,Ивановская область,город Иваново,Каменщиков,дом 123,"652618"
"2fa56cf32cd6476baa8d18d9c0362b55",Толстовка мужская розовая 32 размер вискоза,,0,Мужская одежда,TMR3RV487,1905,RUB,Российский рубль,"7b9a72b534e74ddcb1f9e4dbf40d9976",Каннегисер Леонид,1946-08-31,79.0,Ж,+79023472497,LKannegiser73@ya.ru,2023-08-12 20:03:16.000 +0300,Россия,Ивановская область,город Иваново,Каменщиков,дом 123,"652618"
"64ab5b8340ac41c08ccb25cbc9da2100",Шапка детская голубая 39 размер вискоза,Шапка детская голубая 39 размер вискоза,2,Детская одежда,SDG3RV221,5368,RUB,Российский рубль,"529de316e3db461b8ef99b2be18c940e",Богданович Ипполит,1937-07-19,89.0,Ж,+79023257483,IBogdanovic66@yandex.ru,2023-06-29 00:20:57.000 +0300,Россия,Новгородская область,город Великий Новгород,улица Ленина,дом 44,"982839"
"1242847124d24fe8bbb66d1ec2acab80",Куртка женская зелная размер M натуральный хлопок,Куртка женская зелная размер M натуральный хлопок,1,Женская одежда,KZZRMNH211,8149,RUB,Российский рубль,ee26d3b9e4b74f838a30588764d715c5,Отрада Николай,1970-06-14,56.0,Ж,+79293083910,,2024-05-31 09:17:55.000 +0300,Россия,Калужская область,Калуга,Маяковского,д. 19,"343710"
"62c5ef1b67d24539886f566a370abe1e",Куртка женская чёрная 38 размер лён,,1,Женская одежда,KZC3RL313,8539,RUB,Российский рубль,ee26d3b9e4b74f838a30588764d715c5,Отрада Николай,1970-06-14,56.0,Ж,+79293083910,,2024-05-31 09:17:55.000 +0300,Россия,Калужская область,Калуга,Маяковского,д. 19,"343710"
"17b8f61864804da189c6f2e67ab0ccca",Куртка женская жёлтая размер XXXL лён,,1,Женская одежда,KZZRXL849,2811,RUB,Российский рубль,"82e9db48af5444c0b215a4d6865bb68b",Вентцель Николай Николаевич,1937-10-24,88.0,Ж,+79581199173,NVentcel_28@yandex.ru,2023-10-03 11:37:15.000 +0300,Россия,Курганская область,город Курган,Генерала Лизюкова,д. 106,"980147"
"41c1d00c76164151ac5c8b0e8b8dd048",Куртка детская чёрная 32 размер полиэстер,,2,Детская одежда,KDC3RP169,4736,RUB,Российский рубль,ae01218465604728b62a6d15f80cbb67,Введенский Александр,1948-09-11,77.0,Ж,+79003855641,,2023-08-24 05:50:51.000 +0300,Россия,Липецкая область,г. Липецк,ул. Ленина,дом 18,"265319"
"7530d6ae50ae4c1ebaa9af7fe5033682",Ветровка мужская розовая 40 размер лён,,0,Мужская одежда,VMR4RL851,9737,RUB,Российский рубль,ae01218465604728b62a6d15f80cbb67,Введенский Александр,1948-09-11,77.0,Ж,+79003855641,,2023-08-24 05:50:51.000 +0300,Россия,Липецкая область,г. Липецк,ул. Ленина,дом 18,"265319"
"0fdc8f50a1bc45eb8b6cd454b7e0362e",Шапка мужская бежевая размер XS натуральный хлопок,Шапка мужская бежевая размер XS натуральный хлопок,0,Мужская одежда,SMBRXNH603,832,RUB,Российский рубль,"91b2c95714064dc786becbdd2cadaae6",Волховский Феликс Вадимович,1976-09-28,49.0,Ж,+79950605079,FVolhovskii69@inbox.ru,2023-09-17 03:34:32.000 +0300,Россия,Магаданская область,город Магадан,улица Музыкантов,"16","666059"
"21a4ba5c09234f42afe041e2c701aec4",Футболка детская малиновая размер XXXL вискоза,,2,Детская одежда,FDMRXV884,1904,RUB,Российский рубль,"91b2c95714064dc786becbdd2cadaae6",Волховский Феликс Вадимович,1976-09-28,49.0,Ж,+79950605079,FVolhovskii69@inbox.ru,2023-09-17 03:34:32.000 +0300,Россия,Магаданская область,город Магадан,улица Музыкантов,"16","666059"
"2b2afd315b654dfb841a777ed1aec89e",Толстовка мужская зелная размер S натуральная шерсть,Толстовка мужская зелная размер S натуральная шерсть,0,Мужская одежда,TMZRSNS316,2291,RUB,Российский рубль,"91b2c95714064dc786becbdd2cadaae6",Волховский Феликс Вадимович,1976-09-28,49.0,Ж,+79950605079,FVolhovskii69@inbox.ru,2023-09-17 03:34:32.000 +0300,Россия,Магаданская область,город Магадан,улица Музыкантов,"16","666059"
c999776b38b245ee8cbd39d624f02700,Футболка детская бежевая 32 размер натуральная шерсть,,2,Детская одежда,FDB3RNS877,6253,RUB,Российский рубль,"91b2c95714064dc786becbdd2cadaae6",Волховский Феликс Вадимович,1976-09-28,49.0,Ж,+79950605079,FVolhovskii69@inbox.ru,2023-09-17 03:34:32.000 +0300,Россия,Магаданская область,город Магадан,улица Музыкантов,"16","666059"
"28e5202a71e2468b8c94202300e9b306",Толстовка детская синяя 35 размер лён,Толстовка детская синяя 35 размер лён,2,Детская одежда,TDS3RL387,9638,RUB,Российский рубль,"0a2b29e7348c4b83b05a1eb2e5c2bfa7",Бродский Иосиф,1979-04-25,47.0,Ж,+79581961732,IBrodskii11@inbox.ru,2024-04-13 19:58:41.000 +0300,Россия,Саратовская область,г. Саратов,ул. Лесорубов,д. 96,"364757"
"22347b334d654898a95b623d2fa792a5",Толстовка мужская синяя 35 размер натуральный хлопок,,0,Мужская одежда,TMS3RNH465,4213,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
"233b8e3b8e94416689382eeb027c698c",Ночнушка женская голубая 39 размер вискоза,,1,Женская одежда,NZG3RV671,1751,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
"23a5f05e59c64479b16579c3a97913f7",Шапка женская бежевая 38 размер натуральная шерсть,,1,Женская одежда,SZB3RNS316,5389,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
"2c9c4df4ee3b48219eba716a5a14198f",Футболка детская жёлтая 35 размер полиэстер,Футболка детская жёлтая 35 размер полиэстер,2,Детская одежда,FDZ3RP151,1691,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
"5f61f3cc72254e3c925979f2f6e6b0a1",Кепка мужская жёлтая размер L вискоза,,0,Мужская одежда,KMZRLV628,1165,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
"61873baf695f4bb09cff9a54bd12c826",Кепка мужская зелная 39 размер вискоза,Кепка мужская зелная 39 размер вискоза,0,Мужская одежда,KMZ3RV723,2183,RUB,Российский рубль,ffb492b32d174c0bbe7d5968c8965a22,Тютчев Федор,1968-10-26,57.0,М,+79848798228,,2024-10-12 04:16:41.000 +0300,Россия,Белгородская область,Белгород,улица Достоевского,д. 73,"543060"
